gene,I0712,I0805,I0812,I0713,I0800,I0844,I0782,I0820,I0840,I0744,I0767,I0871,I0731,I0739,I0790,I0832,I0876,I0887,I0752,I0758,I0819,I0748,I0777,I0822
UNKL,9.303110256,9.676800106,9.334884536,9.401987696,9.616959647,9.894255747,10.83452681,10.88652243,10.88301917,9.534814592,9.674202391,9.711941241,9.321539281,9.579368433,9.652889155,9.372831397,9.405722564,9.763438883,9.59400973,9.286794978,9.344012848,9.213862331,9.319566025,9.682057141
HAGH,8.710677754,8.942016256,8.402657201,8.89868217,9.00281979,8.980086155,10.63786404,10.5294737,10.77507704,9.009889249,9.074189697,9.033025406,8.903024726,8.993430158,9.093985804,8.926814128,8.693610729,9.14417507,8.937825593,8.858590798,9.087695402,8.528066639,8.787537112,8.988111834
BTBD1,11.70433174,11.52981523,11.63198853,11.4318401,11.73070543,11.41774381,10.60094278,10.75392987,10.75153541,11.75083188,11.49772405,11.481709,11.57160727,11.22026806,11.46229962,11.71033224,11.56322954,11.29465881,11.49403329,11.64475004,11.63002796,11.61829628,11.75952585,11.42864126
NTHL1,8.340755719,8.259962923,8.016899268,8.031538513,8.370228596,8.464614098,7.194045812,7.292621017,7.171908172,8.395636029,8.372320356,8.225363274,8.613795541,8.48761467,8.372701643,8.47050794,8.096445816,8.579589985,8.22829084,8.063609236,8.478001846,8.067804173,8.249506437,8.420845046
NTN1,6.537304092,5.826777488,6.118548026,6.349114934,6.785314913,5.567198803,6.176933026,5.806674828,6.157892199,6.90727274,5.542554591,6.1839875,6.704789418,6.181076708,5.581461073,6.604070762,6.183434818,5.590721361,5.292445544,5.991743319,6.344839581,6.039391175,6.43932521,5.811628921
KARS1,14.34136804,14.18079449,14.37414631,14.19902965,14.08111931,14.02385255,11.68560166,11.68032025,11.82423063,14.09057865,13.98336528,14.12494055,14.15731014,14.29510807,14.05047048,14.09605072,14.1152276,14.018505,14.00066853,14.10154612,14.11726865,14.17443903,14.09053345,13.94286355
ADAT1,9.783997777,9.736046596,9.90426293,9.989790309,9.823869342,9.671882239,10.31936793,9.869413203,9.88556093,9.686145326,9.80707381,9.974539281,9.909970594,10.01975046,9.816032046,9.799627756,9.950249358,9.85175575,9.80411677,10.0003659,9.736448234,9.871897869,9.845359867,9.742885579
MAP2K4,11.40649836,11.19938308,11.37942403,11.5167126,11.57251284,11.46062312,10.28253552,10.20968731,10.21079524,11.50125428,11.39295365,11.46594457,11.45695972,11.36550878,11.44129838,11.47679272,11.46147413,11.39567816,11.47806341,11.59405419,11.48328119,11.59826907,11.53794194,11.39933909
THUMPD1,12.38711885,12.30710091,12.43277875,12.40846592,12.42578575,12.31734385,11.72594138,11.64741857,11.62574477,12.41924667,12.29197384,12.33363031,12.34084676,11.96688787,12.24466426,12.35639575,12.41764614,12.20843603,12.3435344,12.44908925,12.316635,12.47248407,12.43547206,12.22245353
NEO1,8.206546185,7.998676893,8.380652177,8.555703821,8.332915977,7.923735309,9.702624908,9.107072376,9.297366683,8.460730576,7.994906951,8.79978659,8.643821312,8.735823383,8.033187946,8.659885298,8.848042045,8.024664438,7.900218631,8.640049934,8.453475193,8.678908144,8.411209757,8.042774025
CACNB1,8.179063448,8.044394872,7.698984551,7.964807633,7.97753404,8.150178535,8.222117628,8.423699605,8.67231531,8.05040367,8.069628091,8.077927284,8.062079081,8.268682989,8.117444714,8.23184606,7.926923778,8.328645431,8.175063778,7.909006274,8.205808719,7.869276849,8.083019614,8.195661123
STOML1,8.684855677,9.027973605,8.634182241,8.05146522,8.004152264,8.414176029,8.294200415,8.489750373,8.347478129,7.973185015,8.123234071,8.125316116,8.047177796,8.498266275,8.388746607,7.785209525,8.180579088,8.486883727,8.271844343,7.925233743,8.070426942,7.974491667,8.002984119,8.44056581
METTL22,8.748564443,8.933941913,8.987158717,9.002135152,8.727326917,8.916280763,9.483215655,9.443411536,9.29519729,8.779825093,8.960977597,9.131729196,8.943823605,9.16368047,8.822936734,8.624737352,8.991118225,9.020214875,8.930432177,8.972286917,8.669056384,8.889976745,8.748800752,8.974648388
ROGDI,5.9807763,5.894910668,6.170772358,6.045616271,6.108527353,6.655559834,8.017672207,7.922307681,8.287628513,6.3582135,6.542595624,6.487814041,6.67924414,6.524572983,6.586050328,6.697242842,6.393275148,6.582128838,6.45372738,6.304522028,6.486958182,6.000058576,6.172905027,6.623754292
CBFB,12.22103493,12.07072813,12.4569692,12.20305852,12.2288271,12.11274241,11.30389687,11.45416632,11.47482138,12.48287256,12.42710388,12.5111163,11.87949992,11.74374074,12.05534753,12.16714492,12.19960791,11.98901483,12.11777085,12.3174709,12.16174359,12.56003463,12.41577347,12.24785978
MEF2A,10.9035816,11.03170387,10.9193645,10.77843354,10.77485356,10.65996028,11.00021505,11.07187615,11.05185862,10.84831833,10.77743161,10.82985416,10.69820515,10.56015211,10.76418753,10.73340128,10.83566962,10.7211105,10.88608953,10.94823894,10.79558711,10.97035569,10.96990873,10.86043835
VPS35,12.66029367,12.53704503,12.61493242,12.72925383,12.73518055,12.65313022,11.77317129,11.64548802,11.74140384,12.70529601,12.71515688,12.72767352,12.71247112,12.36166576,12.62951963,12.67999325,12.6705054,12.60036655,12.64622703,12.77110082,12.66205878,12.8041973,12.76014404,12.53261253
DNAJA2,12.70353304,12.57583167,12.76501232,12.54825894,12.58722156,12.47451615,10.95645619,11.01991949,10.92991659,12.51323713,12.43706042,12.49191008,12.59379208,12.58128363,12.56831783,12.63015624,12.60847804,12.46928346,12.47766234,12.63013689,12.57776353,12.72159196,12.65583203,12.43183817
SMG6,10.37756144,10.59037226,10.50821817,10.52323972,10.33971011,10.45817407,10.89434003,10.65856022,10.6876396,10.50854263,10.50867239,10.63896959,10.55544193,10.87344094,10.41444588,10.50763405,10.69971058,10.5262579,10.56095673,10.65257477,10.42367979,10.60866819,10.49954704,10.51117393
MNT,10.19409497,10.52871224,10.49803368,10.59457989,10.22445097,10.45941824,10.95177183,10.79107854,10.83678492,10.43755464,10.53363326,10.68010237,10.46303162,10.96395556,10.45024502,10.49795463,10.68759612,10.59159647,10.47886527,10.4738116,10.42115232,10.60211553,10.40824827,10.52278402
CFAP20,10.63437361,10.18699734,10.52962442,10.80288528,10.76399162,10.50350852,8.986285621,9.058568119,9.139455831,10.74974778,10.49348591,10.75984294,10.73353914,10.839637,10.44449976,10.7882586,10.66193232,10.52016864,10.40521578,10.68629135,10.72664179,10.7126993,10.7374177,10.42841199
CSNK2A2,12.54638529,12.27948757,12.52500541,12.60476995,12.62865496,12.37484996,11.52459137,11.56810758,11.5788062,12.62237294,12.40743246,12.60139644,12.57940678,12.51944589,12.34521587,12.51809927,12.49235526,12.35304988,12.33935328,12.57763292,12.51485269,12.57997078,12.61333787,12.35468433
EPN2,7.580107894,7.047052457,7.509199585,7.681248895,7.68025194,7.489491015,7.069851758,7.010096677,6.844114479,7.304020383,7.228869735,7.507660627,7.785094885,7.939305068,7.115843034,7.77811787,7.309689114,7.121961707,7.140876563,7.580558269,7.601971302,7.670662926,7.698716621,7.321335176
ALDH3A2,9.513945936,9.300237336,9.193729433,9.291127752,9.505859965,9.436935188,10.67883301,10.48049876,10.47889963,9.736666978,9.695003887,9.532177725,9.863943358,9.43345231,9.832256093,9.66578528,9.461117897,9.663847824,9.621817165,9.342233574,9.715972929,9.360837078,9.615285406,9.496680193
SREBF1,10.01397668,10.65933266,10.63097106,10.82765188,9.813371563,10.92604671,9.80096559,9.854448905,9.776261498,10.38075558,11.06395977,11.11385745,10.22998871,11.16172802,10.7338902,10.19530355,10.8692111,10.90292626,10.67594906,10.69025325,10.24800061,10.76570002,10.11400502,11.01804635
NFATC3,11.74823922,11.44642128,11.72115389,11.65663292,11.61198707,11.33204247,11.75580873,11.74079354,11.70059706,11.77271577,11.54800028,11.81486996,11.74090771,11.63974438,11.31527202,11.6868575,11.68732901,11.33972752,11.40348216,11.69963308,11.69633076,11.69957729,11.66126408,11.40059819
ACADVL,10.43967644,10.70749304,10.25812918,10.80288528,10.92031016,11.25532467,12.60401435,12.31316492,12.42496442,10.95822287,11.15256473,10.85115164,10.94056369,10.956894,11.12724168,10.79617858,10.69421662,11.22398849,11.1816754,10.65905802,10.92253092,10.70507549,10.71163164,11.21339313
ACAP1,9.815575215,10.19377571,9.218752245,9.455313778,9.764384338,10.43938156,12.71270305,13.0399779,13.00225703,9.961976391,10.45480525,9.694590893,10.09643328,9.739070257,10.51106147,9.988122502,9.42176803,10.61559317,10.38912506,9.395620425,9.9791399,9.335383728,9.735729807,10.61678726
DERL2,11.1068594,10.75524356,11.28780505,11.22258001,11.25164088,10.76632951,10.73375703,10.71303673,10.81575097,11.01651526,10.79060706,11.00193918,11.03862242,10.88903902,10.81850246,11.0608305,11.17870486,10.76982695,10.84473573,11.18341056,11.11622393,11.22719074,11.06363403,10.77077935
NDE1,9.893736135,9.742995408,9.975730395,10.22729807,10.24244967,9.917979966,10.47519784,10.3807457,10.32684582,10.16442427,9.854071654,10.01703631,10.26690073,10.43545535,9.955870976,10.2372783,10.12212267,10.05636305,10.02267102,10.09783941,10.26360338,10.00203372,10.05039148,9.893571971
PDE8A,10.12496226,10.28547343,10.61809764,10.58350253,10.18194827,9.910721671,10.8559954,10.38306479,10.43030382,9.886331493,9.903421941,10.31602473,10.01836054,10.49782421,9.907966793,10.05712573,10.56050431,9.93192184,9.98866569,10.52262267,9.977420592,10.5193326,10.1870557,9.918396845
NLE1,11.35216406,11.25715294,11.48632671,11.43610968,11.32262507,11.26745086,9.150638335,9.293675894,8.931710548,11.36572638,11.11336444,11.50030187,11.50091314,11.74709382,11.06619624,11.42381693,11.46470455,11.18987091,11.1016503,11.35294728,11.44398189,11.53517399,11.40412351,11.23190199
SMARCE1,11.79084979,11.62504284,11.71841504,11.6695843,11.81204911,11.61262239,10.90649499,10.88078993,10.98613646,11.82892948,11.74787585,11.68339667,11.77785843,11.40661081,11.72654451,11.81798123,11.75538607,11.6850287,11.76457819,11.79617259,11.84939882,11.68724767,11.74893259,11.58134599
GSDMB,9.139266035,10.22719793,8.461495558,8.412820194,8.58646597,9.773411266,11.12457093,11.73581199,10.88662587,8.796731779,9.968329673,8.521429,8.739620632,8.388036651,9.965263851,8.682850379,8.335418679,9.95317072,9.918151661,8.330534824,8.673310686,8.123773098,8.455985385,9.93065091
MRPS34,11.9374724,11.49319239,11.8623217,11.82851691,11.93092638,11.64633483,9.66877225,9.861118874,9.999204337,12.05713155,11.56827462,11.97900585,12.14101745,12.28325586,11.59485524,12.11778989,11.88931274,11.6985729,11.44255463,11.71098765,12.09829464,11.75711436,11.9362028,11.61482033
NCBP3,11.67757668,11.74584584,11.66365623,11.74455954,11.68454826,11.72809697,11.58028211,11.77076977,11.44186092,11.69255563,11.76484064,11.73607584,11.62485005,11.67342289,11.67227374,11.62050798,11.70491983,11.71199114,11.76249783,11.76232342,11.54784303,11.71066071,11.7049212,11.73248117
ATP2A3,10.42999373,10.915545,10.13372977,10.28734738,10.37786784,10.88959148,13.14131065,13.32931117,13.29657582,10.57620084,10.9174034,10.60872173,10.64146111,10.65443483,10.86798779,10.6328134,10.32912269,11.01470571,10.86038265,10.2365122,10.68826761,10.22631665,10.42472517,11.00899413
ZZEF1,12.08974965,12.28346484,12.16835706,12.10158495,12.03107458,12.10560831,12.88414909,12.72415389,12.68068306,12.14612402,12.0874719,12.22301405,12.09617508,12.37063065,11.99176918,12.0095489,12.06688477,12.06278486,12.1266941,12.15868425,11.93249758,12.11073863,12.10225359,12.17945631
VPS9D1,8.946273417,8.95004566,8.916269263,8.802012429,8.846852852,8.919900517,9.268338162,9.375152938,9.776261498,8.902044791,8.628578953,8.838216478,9.09878642,9.11836834,8.992643104,8.967907142,8.766623403,9.005760311,8.902994134,8.64658958,9.002345594,8.669537101,8.915466963,9.091522088
SLC46A1,7.424971128,7.001420264,7.488772278,7.622516472,7.296791477,7.302490241,7.301043597,6.804000233,6.640446222,7.432174037,7.315856121,7.614848808,7.457096965,7.504739641,7.163251969,7.425539362,7.451904672,7.056149195,7.140876563,7.614312329,7.528729432,7.566808353,7.230677472,7.44364486
SPAG5,9.098282868,8.854894039,8.979858595,9.250761348,9.348570391,8.916280763,8.974787281,8.414659863,8.800206043,9.187045099,8.931229844,9.187368493,9.253928868,9.005924708,8.762648204,9.176460983,9.005385381,8.663017141,8.688929196,8.921959766,9.048929568,9.092887523,9.27936163,8.775529407
TRAF4,12.48481889,12.27629785,12.71340242,13.05783133,12.70466956,12.76678573,8.538703957,8.519568827,8.448541984,12.73374079,12.51495858,13.03082044,12.74765367,13.20930262,12.47370581,12.73046406,12.97529427,12.56185697,12.42864996,12.84528642,12.61251804,12.83909712,12.60070425,12.47938593
GTF3C1,11.9645535,11.81891347,11.91542252,12.07840308,12.09190195,11.98552348,11.58898138,11.55787998,11.40108617,12.08807757,11.87799182,12.13796044,12.09073545,12.42164953,11.74574851,12.04099499,12.09133436,11.88938857,11.8873954,12.02860253,12.11285506,12.07717154,12.04844531,11.95618514
IL4R,12.52175405,12.8943599,12.49042542,12.91354841,12.88717363,13.43568351,12.05751818,12.68803363,12.20976859,13.15871183,13.66812163,13.25820349,13.21080137,13.61554004,13.65226727,13.16613772,13.35296152,13.76395117,13.73626406,13.17429615,13.32179091,12.92413669,12.8760745,13.38861032
KIF22,10.71870945,10.4851704,10.40979234,10.37594632,10.53945651,10.31431622,10.71521977,10.99436031,10.80740299,10.47829638,10.29950639,10.37820427,10.62650174,10.57448364,10.32555364,10.53628863,10.20171936,10.35209199,10.1991612,10.25588887,10.55397823,10.19291092,10.43492848,10.37560749
SRCAP,10.15112943,10.29180554,10.29094444,10.18845704,9.963340605,10.0344229,9.704018342,9.570942944,9.377475795,10.0585944,9.867223121,10.31488966,9.991368315,10.5609991,9.682478334,10.00340648,10.22476651,9.990353772,9.921884708,10.16542994,10.06097053,10.23692976,10.13543556,10.14564616
PALB2,10.48433442,10.3012519,10.51959044,10.39068684,10.33761849,10.24818802,9.154720363,9.212545871,9.139455831,10.18490363,10.2299411,10.32732659,10.33800691,10.24937128,10.17061471,10.1630011,10.42245512,10.23428454,10.25744367,10.33089341,10.25653213,10.41758181,10.35980123,10.23587777
ULK2,8.277372513,8.430351403,8.335608881,8.506024773,8.328709928,8.606139497,9.294472882,9.191529899,9.373368607,8.481792042,8.581478374,8.575509599,8.335819082,8.388036651,8.39273012,8.37972407,8.217814607,8.507550148,8.437473177,8.616924868,8.296855379,8.283823915,8.471928937,8.615580278
P2RX5,8.815540289,8.86766684,8.547955001,8.219407238,8.418523479,8.606139497,6.663019428,7.341138656,7.485252342,8.559794024,8.646996894,8.525359855,8.544746077,8.391849941,8.637303838,8.518106602,8.30113298,8.482714678,8.444410912,8.106934331,8.418421926,8.363472034,8.735654006,8.847465386
ITGAE,8.49730865,8.587880387,8.222633298,8.447071599,8.536280824,8.646024624,9.035817151,9.298598176,9.18703281,8.553176189,8.727086101,8.350282471,8.748859774,8.325612048,8.753383627,8.572406896,8.37990116,8.323992313,8.757383971,8.454976846,8.779735892,8.496615787,8.615203088,8.6285337
CYLD,12.77028207,13.32103049,12.91177016,12.95116006,12.75392735,13.07507899,13.7900358,13.88863277,13.72793949,13.30658116,13.52183692,13.39781899,12.91943477,12.96467608,13.25404668,12.92620756,13.13973552,13.20771815,13.41028666,13.24508808,12.85675561,13.01711928,12.7407402,13.08244422
ZNF213,8.981169725,9.072786754,9.005249031,8.893171533,8.808100829,9.06099445,9.375407769,9.22552707,9.194035941,8.970696657,8.882837678,9.021938744,8.954511225,9.349665502,8.886467954,9.078837965,9.081428269,9.22126746,9.009747711,8.943364509,9.13473227,8.843509901,8.849872411,9.053606533
RRN3,12.1102052,12.23909994,12.15586002,12.00142204,12.05545962,12.1825845,10.88577021,10.9434143,10.84422334,12.06063536,12.19933561,11.994331,11.87914937,11.80365112,12.123751,12.04062463,12.05963928,12.12195015,12.18791607,12.12102302,11.98306835,12.21882067,12.15196373,12.17504847
MRPL28,11.13990228,11.01935564,11.24885653,11.15569083,11.13604814,11.14056726,9.130053126,9.020344137,9.329522099,11.15188495,11.01752938,11.23522071,11.20337947,11.51635598,11.06057331,11.18063171,11.13557612,11.11978679,11.01634236,11.00659746,11.23897773,11.11141888,11.10575565,11.11327539
ZFAND6,9.569684782,9.607420887,9.624259525,9.689516098,9.759705345,9.777407312,10.27973481,10.41627932,10.36767887,9.762714275,9.923706361,9.843707888,9.50539761,9.416705443,9.993081036,9.714891143,9.841131779,9.82401229,9.946527844,10.00164181,9.802026249,9.939732523,9.872639849,9.789766682
NLK,9.43868823,9.518426867,9.517389882,9.455313778,9.531705332,9.522753228,9.272100804,9.266298988,9.348476863,9.514518487,9.475556748,9.482494463,9.442254143,8.968111666,9.411176157,9.600950487,9.461117897,9.410922674,9.492232635,9.491370361,9.613431417,9.427213708,9.547312495,9.561155665
PIGS,10.72029921,10.66909422,10.68471733,10.83197867,10.78409915,10.7460817,10.6595716,10.75840282,10.71386336,10.70641598,10.69057782,10.82507838,10.8941302,10.99562498,10.76495608,10.78383975,10.82464885,10.79274016,10.71232943,10.81379033,10.97430844,10.6647689,10.78923858,10.76100912
CETP,6.001843769,6.323554999,5.757925164,5.524867244,5.897567416,6.138982846,7.112448781,7.221832677,6.844114479,5.765693095,5.516081797,5.874548224,5.778292067,5.910398486,6.293972945,6.065966232,6.106110012,5.993671667,6.339283516,5.564470494,6.088690154,5.5333644,5.71803935,5.927961696
OGFOD1,12.05929734,11.91331184,11.97446443,11.91092686,12.02686186,11.89738744,10.68095738,10.63928789,10.60510556,11.97657696,11.96833745,11.91227579,12.02222136,11.98939906,11.95688098,11.95752905,11.90223684,11.86597186,11.94997682,11.97537245,12.00601859,11.94489609,12.00253393,11.90653168
COQ9,9.880999851,9.927137025,9.875047839,9.974215959,9.912254414,9.935967533,9.512139543,9.615017089,9.459194671,9.979358434,9.944950568,9.918847838,10.04485701,10.16498118,10.01521337,10.03200738,9.927953079,10.0280337,9.951406358,9.842709042,9.984285562,9.917473493,9.880126965,9.935870956
FUS,14.75466155,14.70228064,14.95500629,14.89122691,14.66619891,14.65596927,13.72228825,13.56752539,13.67782142,14.65518921,14.67846432,14.80613045,14.72535801,14.8836119,14.70624836,14.67786314,14.84237574,14.66580238,14.65299531,14.80247735,14.68285694,14.80891414,14.70935828,14.68867644
CDIP1,10.94428236,10.63960916,10.88460497,10.90293008,10.93352681,10.84934663,10.01367929,10.17397161,10.3552375,11.01290251,10.79060706,11.04159111,11.04488697,11.30965872,10.67949272,11.09047446,10.96721935,10.83913444,10.67447458,10.85743116,11.11152871,10.82106075,10.97131148,10.70299863
YPEL3,6.937915529,8.285571202,6.609619773,6.870400613,6.936695683,8.555844306,12.43179833,12.74931508,12.84319046,6.988001345,8.228898173,6.963907917,7.148176134,7.053651671,8.660618391,7.134895701,6.945424948,8.659327846,8.632333827,6.826263911,6.946655047,6.757907559,6.82173651,8.662518115
TFAP4,11.30155586,11.14882778,11.40826169,11.25086261,11.09205835,11.22418973,9.793130885,10.09412189,10.13276219,11.31675169,11.2551769,11.4249741,11.39111903,11.6604409,11.20575796,11.40725003,11.45173923,11.30473086,11.09560332,11.22059384,11.39072148,11.29528792,11.23808529,11.27028998
RAB11FIP3,10.60455558,10.51253766,10.83792629,10.92739921,10.75696551,10.81768125,11.2211604,11.0146942,11.03959963,10.75047111,10.72276924,11.09083192,10.82446768,11.27342785,10.53828866,10.89044292,10.90769851,10.7264095,10.54005821,10.84894974,10.74191271,10.94856771,10.74071162,10.68140606
GNPTG,9.066137942,9.691242734,9.288365689,9.390299647,8.835039635,9.765385814,10.41435964,10.57987632,10.42436077,9.024316257,9.591035054,9.490559663,9.059723156,9.752479227,9.773891898,9.046740134,9.548963811,9.950154259,9.671445806,9.430144776,9.165259244,9.3511004,9.04900245,9.7974342
PDPR,11.76797345,11.51568327,11.31126101,11.45353088,11.69275356,11.3977648,11.72422566,11.76722309,11.91426835,11.77307177,11.505315,11.40164032,11.7748465,11.47920108,11.37589264,11.69723347,11.36380758,11.43072668,11.44038738,11.34090056,11.66516314,11.37480331,11.69942996,11.51604498
AARS1,12.8230237,13.38276675,13.34312344,13.40391941,12.85207028,13.45061909,11.40973347,11.54861272,11.60968583,12.87725075,13.31459403,13.35165869,12.98345428,13.71296907,13.45600778,12.96282899,13.43017947,13.48727207,13.45841762,13.34886203,13.02328354,13.40992194,12.94926088,13.45798232
GLG1,12.24359719,12.35777612,12.2555778,12.34756498,12.25538392,12.34453286,13.3432656,13.49325775,13.37158921,12.23873514,12.38908565,12.34089758,12.2797445,12.4066502,12.37446671,12.23960196,12.34447847,12.45259415,12.40506157,12.34009006,12.26012781,12.31009925,12.2766193,12.40385778
TNRC6A,12.04096703,12.00913452,12.11604205,12.19412299,12.11803285,12.01881732,12.55408684,12.4018936,12.39666075,12.14337289,12.04932416,12.22543239,12.04552695,12.12959324,11.94336512,11.99279945,12.15351002,11.98164763,12.08623616,12.24363499,12.03399555,12.16648568,12.04545179,12.01120956
ABCC6,5.870561723,5.959970999,6.170772358,6.530430632,6.068731108,5.140635464,7.24087691,6.294517344,6.808052695,5.978213288,6.36114042,6.163955763,5.893848005,5.910398486,6.293972945,6.01861308,6.326662773,6.062326852,5.90879362,6.090977766,5.712354018,6.096449851,6.007746434,5.54637148
ALKBH5,11.84504571,11.53516263,11.99135291,12.09229673,12.0317216,11.87191842,11.76851727,11.68361656,11.83435085,12.08463985,11.87799182,12.21755792,12.06969143,12.19652794,11.74574851,12.04173541,12.10257625,11.80633688,11.69392722,12.03422438,12.13692892,12.11304494,11.97762319,11.89451704
NLRP1,9.986495354,10.90008579,9.672603021,9.744104931,9.841689705,10.82638642,14.53427034,14.62656963,14.58898919,9.907240438,10.74645002,9.846852667,9.966503848,10.0295745,10.97016007,9.847840585,9.810990107,10.9391294,10.96720994,9.852641916,9.91950245,9.746782731,9.786016926,11.05609669
PITPNM3,6.250935839,5.959970999,6.036486398,5.808608996,6.309713198,5.981628008,6.192899821,5.860923509,6.119173594,6.197760185,5.951033568,5.79862961,6.041498083,6.331603447,5.882738575,6.199358832,5.780780154,6.062326852,5.804813867,5.72137868,6.386893235,6.077679905,6.092687695,6.035610473
SPAG7,10.06866563,10.20556176,10.28651334,10.38186062,10.17376443,10.36033213,10.05903158,9.954520431,10.17230623,10.1425483,10.29367335,10.35188335,10.31227051,10.68661233,10.38774989,10.2590904,10.42245512,10.39042935,10.23160779,10.2897065,10.28461155,10.29699212,10.19428151,10.32478149
ORC6,10.22465986,9.179083604,9.921512162,10.14274783,10.30266173,9.567287157,6.971461078,6.961266474,6.626709468,10.02550909,9.484118845,9.9916886,10.02598075,9.570983895,9.170227427,9.933316253,9.776050502,9.231242076,9.111324581,9.902672218,9.972250343,9.871897869,10.0986836,9.409309891
RFFL,9.110458063,9.521124232,9.349119347,9.657369302,9.094855583,9.716272345,10.78403369,10.91564932,10.85825155,8.899438307,9.302406051,9.340235173,8.930351771,9.297766785,9.48019337,8.844339774,9.098165705,9.456277277,9.340582554,9.19831335,8.743777976,9.537783817,9.04900245,9.671664966
NUBP2,10.52036957,10.44738134,10.44732788,10.6148096,10.54852722,10.82252394,10.09027041,10.35734741,10.34058565,10.57456791,10.51034995,10.66325467,10.79949107,11.01676982,10.71492442,10.70001984,10.65176436,10.75607501,10.54167658,10.40604999,10.85297296,10.54603625,10.6036155,10.67621698
FBXL19,10.46265318,10.23049796,10.48391156,10.47425642,10.48757889,10.26678411,9.626777958,9.750512057,9.720767756,10.36194576,9.951139789,10.45646314,10.51359471,10.8452104,9.951826662,10.55404273,10.49881402,10.26009046,10.12553287,10.30632263,10.64451759,10.41290944,10.47503506,10.37304413
SETD1A,12.50155683,12.44132026,12.63104144,12.65427222,12.39443513,12.47051085,11.61476882,11.63433694,11.73941063,12.47282651,12.31447297,12.7051075,12.53046705,13.05357053,12.23471206,12.50258609,12.70533421,12.43247086,12.285799,12.5209229,12.50384676,12.63336564,12.5097527,12.46320812
BCL7C,8.745444944,8.807068482,8.784206191,9.076954079,9.052124904,9.233808161,9.521653396,9.657784595,9.794806931,9.098914534,9.261154864,9.136876921,9.229936194,9.136664323,9.170227427,9.224207257,8.998269439,9.348142927,9.198030967,8.886485158,9.209871709,8.879177247,9.129107575,9.366137204
TELO2,11.3158219,11.14795546,11.15879355,11.19876626,11.09824884,11.2035485,9.951685109,10.24963266,10.07197013,11.26959252,11.08943483,11.32195922,11.28609202,11.56445266,11.04167035,11.30240773,11.23351738,11.18667068,10.95268542,11.09532268,11.30763661,11.18944087,11.16150491,11.33362268
MGRN1,11.1410897,11.17475519,11.21816386,11.31150884,11.22019742,11.38210489,11.18768629,11.3135266,11.25526332,11.18810964,11.29270302,11.43806571,11.26155717,11.6785051,11.31579661,11.2546681,11.39935581,11.41495074,11.24165027,11.25148999,11.3692477,11.23303407,11.16885951,11.41375282
ZNF629,9.882420559,10.13335639,9.983051386,9.801123772,9.601353503,10.04274718,9.425258486,9.461081285,9.459194671,9.640049028,10.0628122,9.924812367,9.759637048,10.20671117,9.910747448,9.64449579,9.952091921,10.02230046,9.977947236,9.88203669,9.724197955,9.994547988,9.732424487,10.07485343
TRADD,8.569643538,9.242567191,8.435047938,8.080848541,8.214813199,8.894369421,9.85590273,10.26228586,10.06434704,8.021928806,8.542658446,8.120126908,8.216574022,8.321619352,8.740937578,8.23184606,8.129387936,8.928169186,8.554314219,7.993517054,8.463335946,8.500144376,8.402917298,8.908923031
CORO1A,12.80440796,13.00134284,12.54090475,12.88381384,12.97809709,13.36508131,13.82142933,14.10523979,14.2768174,13.37196727,13.48754301,13.20971389,13.46248607,13.26857533,13.44454038,13.43092719,12.98994223,13.5876178,13.41603318,12.90922969,13.42521011,12.80669289,13.1359554,13.48494201
MAPK3,8.757882671,9.165355113,8.523059155,8.831123228,8.954502187,9.273960354,10.88577021,10.83663144,11.09925713,9.169844423,9.222787987,9.002329685,9.331822953,9.172574587,9.309488056,9.339496761,8.898602139,9.39548199,9.23050269,8.74738275,9.230227966,8.700540061,8.975414941,9.326940268
ELMO3,8.428953523,8.519381999,8.502828454,8.534621919,8.349618612,8.574336972,8.758482244,8.795063696,8.812393026,8.180624953,8.426632524,8.605526314,8.221006909,8.873099558,8.481440421,8.272785665,8.680333627,8.383342799,8.405833769,8.458697859,8.217508769,8.565598153,8.244874312,8.580458215
PHKB,9.499205185,9.513016962,9.119272631,9.472044009,9.685992873,9.630507852,10.59944609,10.38653645,10.53972175,9.684632277,9.600516193,9.405672956,9.648843655,9.161448347,9.654549017,9.481605675,9.225502831,9.622761182,9.694907206,9.514793723,9.449475903,9.327460716,9.640192162,9.587929665
LYRM1,8.943553795,9.168799502,9.165050042,9.202565113,9.102266645,9.195496068,8.901376261,8.924886924,9.070096743,9.128151637,9.239066993,9.063081609,8.872354775,8.968111666,9.242641372,9.022939387,9.036979786,9.250986772,9.22245302,9.118234,8.985337076,9.319493952,8.969811736,9.116256613
NUTF2,12.16493392,11.75045077,12.13506187,12.20611738,12.14698723,11.92421796,9.665915009,9.827456312,9.895619376,12.17523738,11.9290548,12.1605676,12.26022467,12.41931614,11.91352346,12.14319602,12.07662993,11.95969262,11.84214485,12.09436172,12.231563,12.18359395,12.12606385,11.85969308
NUP93,12.71593741,12.83652076,12.84050847,12.91048305,12.67412111,12.88330504,10.03376583,10.5147435,10.15446592,12.70025064,12.8664144,12.86293592,12.76824501,13.11339775,12.84799839,12.71963129,12.86983287,12.82136513,12.80575317,12.81675712,12.73051495,12.90945031,12.72065486,12.87932766
